epoch,train_loss,train_accuracy,train_iou,train_dice,val_loss,val_accuracy,val_iou,val_dice
32,0.514058769683213,0.9381818418149594,0.839764962027192,0.9072799180034323,0.46446796371178195,0.9510148912668228,0.8565752752351041,0.9166570653518037
33,0.5125341018890044,0.9391161206780676,0.8390148723397788,0.9061709523053024,0.4629180763255466,0.9504043012857437,0.8639304427938028,0.9216666454167076
34,0.5066473030636454,0.9410984957659686,0.8480051970401216,0.9135718369805185,0.47989936714822595,0.9445795592936602,0.8453240137208593,0.9096795390501167
35,0.5113685063996546,0.9396888306337884,0.8455935697383463,0.9118872242099675,0.46901830488985236,0.9465790485793893,0.8527572921505481,0.9139850299918291
36,0.4953222849599996,0.9428069367367997,0.8524158457874916,0.9162859919859244,0.479994844306599,0.9431870877742767,0.8454813070720438,0.9083698948123785
37,0.4977617992295159,0.9424311809050732,0.8421089263613301,0.9076766905999997,0.44637456129897723,0.9560738585212014,0.8722722272981295,0.9267245960054975
38,0.49211964418745446,0.9432185219224022,0.852596228010068,0.9169071942765938,0.450708078389818,0.9506643712520599,0.8630163652653041,0.921057049975251
39,0.496465600708611,0.9421843273347599,0.8497501426445779,0.9138904199304378,0.4404963200742548,0.9548662846738641,0.8700545994621336,0.9251452212532361
40,0.4999522317169059,0.9415423333475054,0.8458800666329507,0.9115619051722015,0.45544698495756497,0.950695117766207,0.8629450612899028,0.921233025915695
41,0.49352974013725237,0.9429770548459132,0.8519516550502063,0.9158152778160281,0.4602884582497857,0.952126064083793,0.8648818342974689,0.9222613080884472
42,0.48992339226595016,0.943344333572605,0.8492118985440247,0.9135684190895862,0.44670621102506464,0.9550347016616301,0.8694095846378442,0.925612657133377
43,0.4893873254967551,0.9440207508554486,0.8466293092583578,0.911444079237022,0.4512197056954557,0.9563814672556791,0.873861257099744,0.9277967067830488
44,0.5149340010606326,0.9384026826277078,0.8387164905067749,0.9056115165694314,0.4716613854874264,0.949670522050424,0.8618900166316465,0.9206676040634965
45,0.4960760198257588,0.9419238207347033,0.844958544976166,0.9096826680550396,0.43894446708939294,0.9577804153615778,0.8754473161516767,0.9286644330078908
46,0.47824359126919697,0.9454595343000189,0.8518923495985105,0.9144102720055155,0.4484592086889527,0.957244106314399,0.8710609299666955,0.9243850344509789
47,0.48361146993446896,0.9440169375166934,0.8496946721164748,0.9128754642079543,0.4440746605396271,0.9556256478483026,0.8687522041877659,0.9225835931923
48,0.48733597824036906,0.9430877680112834,0.8477189347471807,0.9125477079735609,0.4518098912455819,0.9531460133465853,0.868330440512209,0.924434047756773
49,0.47962104272299005,0.9454363295834968,0.8557743966041694,0.9182626745554796,0.4472547593441876,0.9581551158970053,0.8725128562161415,0.9258961327599757
50,0.4786137529248186,0.9454185276629239,0.8538060083574947,0.9166252067116251,0.44005580110983417,0.9588008360429243,0.8705448796125974,0.9240912022915754
51,0.47173498787431634,0.9470233468927889,0.8570007847340607,0.9184427529796149,0.4411895769563588,0.9512505788694728,0.8640061095356941,0.9209056634343032
52,0.4714894377098464,0.9470012615888547,0.8541085681506458,0.9154750665784988,0.4331964349204844,0.9587970240549608,0.8744367652318698,0.927807983575445
53,0.47161981030407113,0.9466449922306246,0.8572695856444387,0.9187007829471846,0.4394195581024343,0.9536490033973347,0.8649471822110087,0.9218209388129638
54,0.4752233425776164,0.9451299990683879,0.8556712223391381,0.917583495271236,0.4330520982092077,0.957783115181056,0.873376276908499,0.9270543282230694
55,0.47434861716042215,0.9459683154722904,0.8496586048236379,0.9123964318351305,0.4552253410220146,0.955761421810497,0.856534147465771,0.9145523372924689
56,0.466516998079088,0.9474776653822331,0.8576095671681464,0.918061704441465,0.4229595031250607,0.959604637189345,0.8765218411431172,0.9286134231722717
57,0.47724672107615024,0.9452504269417874,0.8508223638294247,0.913382947082842,0.42476955123923044,0.9584267640655691,0.8762565142277516,0.929149264413299
58,0.47087070719468965,0.9459721899440146,0.8556889305552519,0.9177092394779772,0.4413547112860463,0.9582403193820607,0.8753322918306694,0.9281570674343542
59,0.46575095188244114,0.9473830600749393,0.8547160181363826,0.915843395341609,0.4326267594640905,0.9587353427301754,0.8719324397318293,0.9257694647619217
60,0.4677418942465062,0.9472897018802132,0.8560408784708067,0.9180735299560084,0.42381984063170175,0.9602925790981813,0.8815219770326762,0.9324630663701984
61,0.4603132956218176,0.9479432269039317,0.8600704140239457,0.9207946635421864,0.42993375049395993,0.959923046556386,0.8757285955176752,0.9265791442709087
62,0.4654497634990942,0.9472623360462677,0.8568919332660837,0.9187834545092591,0.43182615597139706,0.9597155248576944,0.8780373698382664,0.9306087349400373
63,0.4585164172357304,0.9487814006642399,0.8567769503705337,0.9181752389469988,0.42281088774854486,0.959606792439114,0.877477178067872,0.9294115135615525
64,0.46070134121807893,0.948403501103067,0.8547394180018255,0.9149131718347858,0.42731641368432477,0.9582412473180077,0.8752462173050098,0.9286742587432719
65,0.4681250447900886,0.9466649541827689,0.8532611860132183,0.9153435000827854,0.4220766242254864,0.9592340602116152,0.8769462548873643,0.9291694843859385
66,0.4612296999689521,0.9482160619860701,0.8564427223281611,0.9164564970362875,0.42884134501218796,0.9565187936479395,0.8689077968398731,0.9240100273128714
67,0.45622451862378677,0.9489901942065638,0.8579313426348626,0.9181629232859075,0.42677140506831085,0.953320477496494,0.8713362880728461,0.9265701973980124
68,0.45146612903671046,0.9504597275345413,0.8645305667413195,0.9230398096665281,0.42716193199157715,0.9603680941191587,0.8765904165127061,0.9293456576538809
69,0.4585083874202522,0.9489614848058108,0.8590210509598826,0.9197764351949841,0.42971818623217667,0.9574981507929888,0.8662298378970235,0.9202149906292653
70,0.45809228603656477,0.9493814044528537,0.8572951099638685,0.9179985739931634,0.4237157851457596,0.9559961340644143,0.8730848053413812,0.9272971704150692
71,0.4527488181054422,0.9497466236777455,0.860627489484641,0.920370094472824,0.42438463189385156,0.957076674157923,0.8702287168213818,0.9249501210270509
72,0.4499844323705744,0.9501212967766656,0.8618847794548737,0.9208879036974881,0.41933642056855286,0.9582906053824858,0.8758026779149518,0.9283756701783701
73,0.45161752491934687,0.9503336577673583,0.8624643733648182,0.9215954861529552,0.4153434132987803,0.9598641503940929,0.8790013408570577,0.930609573920568
74,0.45068911380238,0.9495783504257854,0.8626494554824813,0.9221765798748228,0.4325439455834302,0.9563204429366372,0.8726993466191219,0.9267185849673816
75,0.4484705921591517,0.9503598484897885,0.8621415990292859,0.9211776623409026,0.42378793927756225,0.9612800113179467,0.8806466469258974,0.9315129728479822
76,0.44353058518167915,0.9510286309440591,0.8623595176755875,0.9212119020360156,0.407245436175303,0.9608254134654999,0.8794646037347391,0.9304360331911028
77,0.4453388697061783,0.9513107079725999,0.8615582313973134,0.9201095336176925,0.4179131639274684,0.9600140696222131,0.875713755687078,0.9280051421938517
78,0.45031536398110567,0.9505037582158363,0.8639500850437872,0.9229746957375385,0.4124602221629836,0.9581373686140234,0.8754495865467825,0.9277060914671783
79,0.4466676982040079,0.9505602681738698,0.8635321695222329,0.9225896771136719,0.4151783213019371,0.9622962854125283,0.882175624370575,0.9325175188256033
80,0.4398775838548981,0.9517003192521228,0.8643116168282509,0.9223603353619882,0.41486573354764417,0.9603527716614984,0.8807483592042417,0.9315350193417433
81,0.4474248328270056,0.9507128288942864,0.8598155173515027,0.9191486026718902,0.4250417514280839,0.955191591923887,0.8719511156280838,0.9263835154248006
82,0.44714172969856153,0.9508005207420415,0.8616004299339632,0.9203458588855957,0.454390787942843,0.9564714255658063,0.8545326308319062,0.913823490793055
83,0.4457194783069469,0.9507289136576856,0.8597584333914932,0.9190681386060024,0.4174555736509236,0.9567552710121329,0.8731742991190967,0.927253395318985
84,0.44547052447952096,0.9512013872804126,0.8655796897759458,0.9240760793882902,0.41348162293434143,0.9590016427365217,0.870867311277173,0.9249978860219318
85,0.4381246868191961,0.9515177259418021,0.8657849665353297,0.9235630852159442,0.41437316144054587,0.9569138572974638,0.8706727994210791,0.9254725482879262
86,0.4395606325053082,0.9519792649141404,0.8665259703935585,0.924668544379291,0.4059924083677205,0.9587511542168531,0.8755445093142263,0.9277754735314488
87,0.4325002935367432,0.9530577347149537,0.8671146676270044,0.9241489246869937,0.4098970629274845,0.9569914747368206,0.876275609614271,0.9290812677054698
88,0.444159262667694,0.951328610422944,0.8595477713503357,0.9188689065054917,0.4066830551759763,0.9619663777676496,0.8762192992549955,0.9283454632668785
89,0.4409341318824692,0.9512300002269256,0.8633155943746238,0.922781855518888,0.4104092622345144,0.9607570537111976,0.8796127204867923,0.9302989280585088
90,0.43444008730415606,0.9528328958060327,0.8698561873952625,0.927020350415298,0.4019814750010317,0.9601729092272845,0.8788043791145989,0.9297783268672046
91,0.433463140855148,0.9531599218689139,0.8651198129392643,0.9223520308573027,0.40254316241903737,0.9620583992112767,0.881481486287984,0.9310673920042589
92,0.43356736034069987,0.9527514734838762,0.8693232387772307,0.9261311590998036,0.3998829783363776,0.9627366662025452,0.8804497646562979,0.9307368050018945
93,0.439574107824907,0.95175455642222,0.8674711730907839,0.9251264294314024,0.40139898183670913,0.9625470272519372,0.8822111008745253,0.9319929227684484
94,0.4364681719375132,0.9524817915044279,0.8670901990145453,0.9247592550368147,0.42710359530015424,0.9579296559095383,0.8726624806947779,0.9254702480904982
95,0.43299086234848044,0.9526822709629679,0.8691695856892514,0.9257123036355849,0.41706792400641873,0.961651933464137,0.8768558580089697,0.9282315856579579
96,0.43288617035602234,0.9527333292186769,0.8661842318610355,0.9237664875571285,0.41752922670407727,0.9603401855988936,0.8770958210031192,0.9289063635197553
97,0.4335298860854233,0.9527772104638255,0.870208696574924,0.9270226640802219,0.3982738425785845,0.9641226110133257,0.8856226402250201,0.9345863685011863
98,0.4352990600288424,0.9529871043995914,0.866522348183406,0.9241709436297926,0.4038675359704278,0.9627320725809444,0.883495055590615,0.9326716614040461
99,0.43380711391101195,0.9530100129608415,0.8662660074948575,0.9234450759408898,0.4062346931208264,0.9617399600419131,0.8761287630733214,0.9277283747990928
100,0.42602094345622593,0.9539437171740409,0.8725650443621767,0.9282147457513298,0.4043795019388199,0.9623101136901162,0.8824893432584676,0.9325505477009396
101,0.43692092143232664,0.9518486454955533,0.8665120435141164,0.9237948901013964,0.4238902052695101,0.949259259484031,0.8645377373605068,0.9222525335622559
102,0.4333072343358287,0.9523484849522257,0.8659876407559001,0.9239998898863117,0.41491239788857376,0.9598523717034947,0.8752405190783921,0.9276556661634733
103,0.4273489266209453,0.9542221479606084,0.8682131341898457,0.92499941667139,0.39321993122046645,0.9629460627382452,0.885437088708083,0.9344581494277172
104,0.42982834976622863,0.953504093691834,0.8677680231051899,0.9247382558897689,0.41337052326310764,0.9535199119286104,0.8700420955816902,0.9252381555058741
105,0.42276217650484155,0.9546725335623804,0.8706439083755186,0.9266568889871506,0.4174310646273873,0.9619583013382825,0.8790162903341383,0.9301407958070436
106,0.4302243457051084,0.9535259453319757,0.8668471308598592,0.9236124294409513,0.40671742673624645,0.9623384882103313,0.8825322698914643,0.932220795840928
107,0.4247725375017889,0.9536530040947461,0.8697977182393282,0.9257387680838066,0.3909790184010159,0.9626033306121826,0.8848134317632876,0.9339713235244603
108,0.4232543250094791,0.954493661212106,0.871465056562655,0.927591914048635,0.40441553633321414,0.9621365842494097,0.8815902318015243,0.9323948822689779
109,0.42424866429760927,0.9542495572668874,0.8717159484031082,0.9271366415511738,0.3980653848160397,0.9626803330399774,0.8838173221006539,0.9335055486722428
110,0.4267057063233139,0.9533797084775746,0.8679519067759426,0.9252338989096953,0.40287046879529953,0.9619991941885515,0.8756989901038733,0.9271845092827625
111,0.42263278628346584,0.9543214849597029,0.8714769933892791,0.9276585437548466,0.3947532105852257,0.9625028425996954,0.8855738468242418,0.9346460167205695
112,0.4188289737429714,0.9552562746227297,0.8727006713561617,0.9276649179718855,0.4020188118923794,0.962652092630213,0.8785230508356384,0.9294826182903662
113,0.42302037159941475,0.9543857737484142,0.8741198713107178,0.9289743684092953,0.42486257376995956,0.9619137522849169,0.8790477490560576,0.9295727402874917
114,0.43153971527037116,0.9524651103549533,0.8673701930104042,0.9244116945819413,0.4116897826844996,0.9541851417584852,0.872289574281736,0.9269256070256233
115,0.42422044387570135,0.9547291060118933,0.8700619369101438,0.9260176222810385,0.41139140454205597,0.9598154615272175,0.8766200567285218,0.9286026162180032
116,0.42304611201809345,0.95389059398249,0.8722805692358799,0.9284761253273836,0.3976700526069511,0.9604883004318584,0.8776975318112157,0.9289146503715799
117,0.4218351334927768,0.9548015893354714,0.8729610029924092,0.9286032852023677,0.392634471709078,0.9604392024603757,0.8789052116599948,0.930421684501749
118,0.41965555745651917,0.9548233513139252,0.8715701799590849,0.9267572020514487,0.3898742916909131,0.9633103866468776,0.884956525243593,0.9336120894912519
119,0.4314657001413851,0.9529305455351826,0.8710278326544667,0.9275784906838362,0.407101262699474,0.95895170759071,0.8770203624259341,0.9289222330306518
120,0.4236729241843916,0.954501067810928,0.869704037270905,0.9258829539942041,0.3995848247273402,0.960025975650007,0.8726253814317964,0.926044901663607
121,0.4154871650401004,0.9556901122090483,0.8742655224440106,0.9291927375797989,0.3932429379360242,0.9598040756854144,0.8799088396357764,0.931203950083617
122,0.41843916390865954,0.9551628294833365,0.8737704141687191,0.9281582504232222,0.395579340105707,0.9631915051828731,0.8812015177399825,0.9310301792892541
123,0.4195906296584681,0.9553541186188701,0.8730678639886384,0.9284038146221507,0.40279814397746866,0.9631899419155988,0.883925651736332,0.9331987412138418
124,0.41968099607361686,0.9548649013551891,0.8711957021528842,0.9274451323384229,0.3958069184287028,0.9643411311236295,0.8873919718193285,0.9353416306954443
125,0.41709843872279523,0.9551287050600406,0.8746121956808507,0.9300983862319906,0.4046726497736844,0.9599937498569489,0.8814668325763759,0.9321586920908005
126,0.41393261523837716,0.9558322599470785,0.8704167350471721,0.9259711009314476,0.39003444530747156,0.9621446498415687,0.8848615522411734,0.9341063289479776
127,0.4263179321744163,0.953816991246324,0.8695203139637361,0.9261661028033618,0.3885401419617913,0.9634642858396877,0.8861483274535696,0.9346054785630922
128,0.4115203540039878,0.9561924649100019,0.8725805675966737,0.9270941882391887,0.39439364996823395,0.9618734568357468,0.8797485342983045,0.9305762639551453
129,0.4179134978952571,0.9553081276070359,0.8730851605670985,0.9283917077849979,0.39356868307698856,0.9618114707144824,0.8803676016854517,0.9305024587295272
130,0.4121614167323479,0.9563121456026691,0.8741074626798271,0.9288672480995684,0.3793615973131223,0.9644904827529733,0.8875897797671229,0.9353140825123499
131,0.40972922657459887,0.956154789340462,0.8753562732214938,0.9299957622037205,0.4042648415673863,0.9545383195985447,0.8720043014847871,0.9263350006305813
132,0.412758097222388,0.9558683718711223,0.8746370195779927,0.9293732828850626,0.3926586800000884,0.9648728695782748,0.8870670854142219,0.9351387166164138
133,0.4145479082551777,0.9557231919378297,0.8745246678950709,0.9287012032958388,0.4077726263891567,0.9598767472939058,0.8749005876933084,0.9277217875827443
134,0.40878438274575096,0.9564104664359677,0.8722393504235143,0.9275043218875083,0.4203800945119424,0.959778140891682,0.8718670447441668,0.9245464634714703
135,0.41461983764613114,0.9558303580324874,0.8734002479722693,0.9281571672604976,0.3819567300379276,0.9642933850938623,0.8888951686747147,0.9363395452047839
136,0.4119410163316971,0.9557974521930401,0.8736044308311817,0.9283141565852815,0.39387710189277475,0.9614418067715385,0.8758270440228059,0.9277115662892659
137,0.409310484374011,0.956332132008001,0.8731885003795442,0.9277814061702893,0.3928773437034,0.9606237533417615,0.8804912826780117,0.9312927255576305
138,0.4143622372394953,0.9558583338376124,0.8754781560878594,0.9299200441960707,0.3897282362661578,0.9625907052646984,0.8845115114342085,0.9337926364757798
139,0.41013005414070225,0.9563323751813666,0.8766440928882279,0.9300898786448053,0.3935831121423028,0.9637005979364569,0.8848800096999515,0.9336910478093411
140,0.4119130794563864,0.9560564522050384,0.8731720636139736,0.9283837677180368,0.389587937430902,0.9635752114382657,0.885125351448854,0.9340640916065737
141,0.41359055016794777,0.9564698903988569,0.8750389325268467,0.9292511420610623,0.3935835283588279,0.9616698866540735,0.8824189140489608,0.9319981616554839
142,0.41301314180393167,0.9558987834854343,0.8720006302882842,0.9268059546542907,0.4025971127504652,0.9634167511354793,0.8841734591758613,0.9331486141591362
143,0.4114998805302161,0.9558853953652232,0.8739206714427009,0.9283978871191534,0.38879168372262607,0.9625107849186118,0.8866615043670844,0.935072600389972
144,0.406493475888869,0.9568865727155637,0.8795867815033556,0.9332087905714882,0.37931608713485976,0.964126467704773,0.8862612240693786,0.9344387964317296
145,0.4052293850400849,0.95731770007359,0.8767876424123949,0.9301119113079582,0.3898708275095983,0.9606854698874734,0.8834940680500235,0.9337290633808485
146,0.4052248320348582,0.9569851081935089,0.876585150684258,0.9299773181712938,0.3894552964378487,0.9632114510644566,0.8854640222182781,0.9340132793242276
147,0.4108458441971374,0.9562826672850171,0.8765681721270081,0.9304827490126301,0.38563631170175294,0.9640816152095795,0.8887824504212901,0.9366051416957016
148,0.40979324175082044,0.9562951384106932,0.8743605488576959,0.9290349192931509,0.3787249949845401,0.9651220495050604,0.890026179452737,0.9373665876460797
149,0.4025942797419692,0.9572186483616842,0.8788731546766508,0.9322287588179508,0.420823217115619,0.962681158022447,0.8665229473501086,0.9172839037747642
150,0.40589223186514656,0.9570248976052657,0.8777917707520048,0.9316715824467106,0.3923724605278535,0.9615874033082615,0.8844088817184624,0.9344467929366863
151,0.4094263508364006,0.9558826538911912,0.8740410522008552,0.9289174062913642,0.37855976447463036,0.965563872998411,0.8900277061444339,0.936660542632594
152,0.41040344506587056,0.9563747444044152,0.876804812269149,0.9301057627773066,0.3810100650245493,0.9638537452979521,0.888290786269036,0.9363265242992028
153,0.40619105737433475,0.9568611020036573,0.8769684225102033,0.9302262069528867,0.38372881134802644,0.9642835679379377,0.8877932320941576,0.9355270887414616
154,0.4071006841978796,0.9564266517291381,0.8772026391280695,0.9312159012921741,0.40008916841311887,0.9631625346162103,0.8862232801814875,0.9348425470066796
155,0.4029687810317743,0.9573722497010843,0.8777983281824893,0.9307580694340236,0.3805660385299813,0.9654555808414113,0.8878854355125715,0.9351258650422093
156,0.4001611785756217,0.9575871837105167,0.8778535862155226,0.9315221754998566,0.3891223022206263,0.9628555923700333,0.8856723266794826,0.9345324897404871
157,0.4061545368782815,0.957411662805454,0.8759008924514268,0.9295728602627364,0.383518250151114,0.9649462049657648,0.8905430370659538,0.9374511115478747
158,0.403102817825782,0.9568257100901373,0.8761155819989112,0.9302557351214483,0.3892086453058503,0.9641844061287966,0.8791279972276903,0.9292782644430794
159,0.41031274708927185,0.9561092724487652,0.8729427866139634,0.9281264677152776,0.38852728225968103,0.9624891755255786,0.8860739370187123,0.9352654365427565
160,0.401627576673812,0.9573068618774414,0.8765747695383573,0.9302709989554572,0.38666241243481636,0.9629907743497328,0.8794001419887401,0.9301368853811063
