name,label,train,val,test,true_soil,true_plant,true_residue,pred_soil,pred_plant,pred_residue
image_0028.jpg,label_0028.png,False,True,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0029.jpg,label_0029.png,True,False,False,64.33,0.01,35.66,68.51,0.01,31.48
image_0030.jpg,label_0030.png,True,False,False,56.45,0.0,43.55,59.16,0.0,40.84
image_0031.jpg,label_0031.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0032.jpg,label_0032.png,True,False,False,57.14,0.0,42.86,58.42,0.0,41.58
image_0033.jpg,label_0033.png,True,False,False,41.05,0.0,58.95,43.81,0.0,56.19
image_0034.jpg,label_0034.png,True,False,False,37.62,0.0,62.38,39.7,0.0,60.3
image_0035.jpg,label_0035.png,True,False,False,27.48,0.0,72.52,29.17,0.0,70.83
image_0036.jpg,label_0036.png,True,False,False,12.08,0.0,87.92,12.34,0.0,87.66
image_0037.jpg,label_0037.png,False,False,True,83.44,0.0,16.56,85.07,0.0,14.93
image_0038.jpg,label_0038.png,True,False,False,72.13,0.0,27.87,73.22,0.0,26.78
image_0039.jpg,label_0039.png,True,False,False,0.0,0.0,100.0,1.06,0.0,98.94
image_0040.jpg,label_0040.png,False,False,True,1.35,0.0,98.65,0.85,0.0,99.15
image_0041.jpg,label_0041.png,True,False,False,0.98,0.0,99.02,1.2,0.0,98.8
image_0042.jpg,label_0042.png,True,False,False,40.12,1.11,58.77,40.1,1.26,58.65
image_0043.jpg,label_0043.png,True,False,False,60.64,1.28,38.09,61.28,1.49,37.23
image_0044.jpg,label_0044.png,True,False,False,24.66,2.77,72.57,26.23,2.75,71.02
image_0045.jpg,label_0045.png,True,False,False,14.4,5.21,80.38,15.77,5.26,78.97
image_0046.jpg,label_0046.png,True,False,False,0.0,4.92,95.07,0.01,5.1,94.89
image_0047.jpg,label_0047.png,True,False,False,0.36,3.91,95.73,0.25,4.05,95.7
image_0048.jpg,label_0048.png,True,False,False,3.95,2.24,93.81,3.11,2.32,94.57
image_0049.jpg,label_0049.png,True,False,False,4.66,1.52,93.82,5.46,1.41,93.13
image_0050.jpg,label_0050.png,True,False,False,0.04,5.87,94.09,0.05,5.99,93.96
image_0051.jpg,label_0051.png,True,False,False,50.01,0.25,49.73,49.14,0.34,50.52
image_0052.jpg,label_0052.png,True,False,False,35.8,0.85,63.36,35.24,0.98,63.78
image_0053.jpg,label_0053.png,True,False,False,1.25,2.64,96.11,2.41,2.62,94.97
image_0054.jpg,label_0054.png,False,False,True,9.44,0.42,90.14,10.88,0.42,88.7
image_0055.jpg,label_0055.png,True,False,False,11.94,1.11,86.95,10.61,1.09,88.3
image_0056.jpg,label_0056.png,True,False,False,1.95,1.36,96.69,1.4,1.35,97.25
image_0057.jpg,label_0057.png,True,False,False,41.4,3.89,54.7,42.97,4.13,52.91
image_0058.jpg,label_0058.png,False,True,False,63.81,5.26,30.93,62.44,5.27,32.3
image_0059.jpg,label_0059.png,True,False,False,60.8,1.44,37.76,59.66,1.52,38.82
image_0060.jpg,label_0060.png,True,False,False,0.01,3.0,97.0,0.01,2.75,97.25
image_0061.jpg,label_0061.png,True,False,False,53.29,1.11,45.6,53.55,1.16,45.29
image_0062.jpg,label_0062.png,True,False,False,0.75,0.51,98.74,4.47,0.47,95.07
image_0063.jpg,label_0063.png,True,False,False,57.49,0.38,42.13,56.43,0.39,43.19
image_0064.jpg,label_0064.png,False,True,False,28.32,0.46,71.22,28.79,0.46,70.75
image_0065.jpg,label_0065.png,False,False,True,66.11,1.76,32.13,66.62,1.76,31.62
image_0066.jpg,label_0066.png,True,False,False,0.0,0.03,99.97,0.0,0.02,99.98
image_0067.jpg,label_0067.png,True,False,False,0.0,0.0,100.0,0.23,0.06,99.72
image_0068.jpg,label_0068.png,True,False,False,0.0,0.0,100.0,0.45,0.0,99.55
image_0069.jpg,label_0069.png,True,False,False,0.0,0.03,99.97,0.0,0.02,99.98
image_0070.jpg,label_0070.png,True,False,False,16.4,0.03,83.57,13.74,0.03,86.22
image_0071.jpg,label_0071.png,True,False,False,0.0,0.02,99.98,0.06,0.01,99.93
image_0072.jpg,label_0072.png,True,False,False,1.22,0.05,98.73,1.25,0.04,98.71
image_0073.jpg,label_0073.png,True,False,False,19.22,0.07,80.71,19.87,0.1,80.03
image_0074.jpg,label_0074.png,True,False,False,6.99,0.07,92.94,6.79,0.06,93.15
image_0075.jpg,label_0075.png,True,False,False,0.0,0.05,99.95,0.0,0.04,99.96
image_0076.jpg,label_0076.png,True,False,False,17.08,0.03,82.89,18.47,0.05,81.48
image_0077.jpg,label_0077.png,True,False,False,71.56,0.03,28.42,71.44,0.04,28.53
image_0078.jpg,label_0078.png,True,False,False,35.36,0.0,64.63,35.55,0.0,64.45
image_0079.jpg,label_0079.png,True,False,False,27.83,0.02,72.15,26.3,0.03,73.67
image_0080.jpg,label_0080.png,False,False,True,1.55,0.05,98.41,1.45,0.04,98.5
image_0081.jpg,label_0081.png,True,False,False,0.01,0.03,99.95,0.07,0.03,99.9
image_0082.jpg,label_0082.png,True,False,False,82.04,0.0,17.96,83.98,0.0,16.02
image_0083.jpg,label_0083.png,True,False,False,59.89,0.0,40.11,59.72,0.0,40.28
image_0084.jpg,label_0084.png,False,False,True,52.73,0.0,47.27,55.12,0.0,44.88
image_0085.jpg,label_0085.png,False,False,True,44.74,0.0,55.26,48.57,0.0,51.43
image_0086.jpg,label_0086.png,True,False,False,52.67,0.01,47.32,60.51,0.02,39.46
image_0087.jpg,label_0087.png,False,True,False,85.87,0.0,14.13,87.13,0.0,12.87
image_0088.jpg,label_0088.png,True,False,False,6.97,0.0,93.03,6.96,0.0,93.04
image_0089.jpg,label_0089.png,False,False,True,13.68,0.0,86.31,10.9,0.0,89.1
image_0090.jpg,label_0090.png,False,True,False,0.49,0.0,99.51,1.42,0.0,98.58
image_0091.jpg,label_0091.png,True,False,False,4.03,0.01,95.96,3.02,0.01,96.98
image_0092.jpg,label_0092.png,False,True,False,0.0,0.12,99.88,0.0,0.11,99.89
image_0093.jpg,label_0093.png,False,True,False,0.0,0.01,99.99,0.0,0.0,100.0
image_0094.jpg,label_0094.png,True,False,False,0.0,0.01,99.99,0.0,0.01,99.99
image_0095.jpg,label_0095.png,False,True,False,0.0,0.13,99.87,0.0,0.13,99.87
image_0096.jpg,label_0096.png,True,False,False,0.0,0.0,100.0,0.73,0.0,99.27
image_0097.jpg,label_0097.png,True,False,False,0.0,0.0,100.0,0.08,0.0,99.92
image_0098.jpg,label_0098.png,False,False,True,0.0,0.05,99.95,0.0,0.06,99.93
image_0099.jpg,label_0099.png,True,False,False,0.1,0.0,99.9,0.0,0.0,100.0
image_0100.jpg,label_0100.png,True,False,False,12.46,0.0,87.54,13.46,0.0,86.54
image_0101.jpg,label_0101.png,True,False,False,59.35,0.0,40.65,61.35,0.0,38.65
image_0102.jpg,label_0102.png,True,False,False,11.77,0.0,88.23,11.45,0.0,88.55
image_0103.jpg,label_0103.png,True,False,False,39.39,0.0,60.61,42.2,0.0,57.8
image_0104.jpg,label_0104.png,True,False,False,16.12,0.0,83.88,17.9,0.0,82.1
image_0105.jpg,label_0105.png,False,True,False,0.0,0.01,99.99,0.31,0.0,99.69
image_0106.jpg,label_0106.png,True,False,False,0.04,0.0,99.95,0.46,0.0,99.54
image_0107.jpg,label_0107.png,True,False,False,0.0,0.0,100.0,0.85,0.0,99.15
image_0108.jpg,label_0108.png,True,False,False,0.0,0.0,100.0,0.12,0.0,99.88
image_0109.jpg,label_0109.png,True,False,False,0.0,0.0,100.0,0.02,0.0,99.98
image_0110.jpg,label_0110.png,False,True,False,0.0,0.0,100.0,0.01,0.0,99.99
image_0111.jpg,label_0111.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0112.jpg,label_0112.png,True,False,False,0.0,0.0,100.0,0.2,0.04,99.76
image_0113.jpg,label_0113.png,True,False,False,0.0,0.0,100.0,0.16,0.0,99.84
image_0114.jpg,label_0114.png,True,False,False,0.0,0.0,100.0,0.01,0.0,99.99
image_0115.jpg,label_0115.png,True,False,False,0.0,0.0,100.0,0.04,0.0,99.96
image_0116.jpg,label_0116.png,False,False,True,0.0,0.0,100.0,0.53,0.0,99.47
image_0117.jpg,label_0117.png,True,False,False,0.0,0.0,100.0,0.04,0.01,99.95
image_0118.jpg,label_0118.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0119.jpg,label_0119.png,True,False,False,0.0,0.0,100.0,0.01,0.0,99.99
image_0120.jpg,label_0120.png,True,False,False,0.0,0.0,100.0,0.19,0.0,99.81
image_0121.jpg,label_0121.png,True,False,False,0.0,0.0,100.0,0.05,0.0,99.95
image_0122.jpg,label_0122.png,True,False,False,0.0,0.0,100.0,0.01,0.0,99.99
image_0123.jpg,label_0123.png,True,False,False,0.0,0.0,100.0,0.09,0.0,99.91
image_0124.jpg,label_0124.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0125.jpg,label_0125.png,False,True,False,0.0,0.0,100.0,0.07,0.0,99.93
image_0126.jpg,label_0126.png,True,False,False,0.0,0.0,100.0,0.02,0.0,99.98
image_0127.jpg,label_0127.png,False,True,False,0.0,0.0,100.0,0.02,0.0,99.98
image_0128.jpg,label_0128.png,True,False,False,0.0,0.0,100.0,0.08,0.0,99.92
image_0129.jpg,label_0129.png,True,False,False,0.0,0.0,100.0,0.24,0.0,99.76
image_0130.jpg,label_0130.png,True,False,False,0.0,0.0,100.0,0.02,0.0,99.98
image_0131.jpg,label_0131.png,False,False,True,0.0,0.0,100.0,0.03,0.0,99.97
image_0132.jpg,label_0132.png,True,False,False,0.0,0.0,100.0,0.05,0.0,99.95
image_0133.jpg,label_0133.png,True,False,False,0.0,0.0,100.0,0.0,0.03,99.97
image_0134.jpg,label_0134.png,True,False,False,0.0,0.01,99.99,0.01,0.05,99.95
image_0135.jpg,label_0135.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0136.jpg,label_0136.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0137.jpg,label_0137.png,True,False,False,0.0,0.26,99.74,0.43,0.11,99.47
image_0138.jpg,label_0138.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0139.jpg,label_0139.png,True,False,False,0.0,0.0,100.0,0.01,0.0,99.99
image_0140.jpg,label_0140.png,False,False,True,0.0,0.0,100.0,0.01,0.0,99.99
image_0141.jpg,label_0141.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0142.jpg,label_0142.png,True,False,False,0.0,0.0,100.0,0.03,0.0,99.97
image_0143.jpg,label_0143.png,True,False,False,0.0,0.0,100.0,0.08,0.0,99.92
image_0144.jpg,label_0144.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0145.jpg,label_0145.png,True,False,False,0.0,0.1,99.9,0.0,0.04,99.95
image_0146.jpg,label_0146.png,True,False,False,0.0,0.0,100.0,0.05,0.0,99.95
image_0147.jpg,label_0147.png,True,False,False,0.0,0.0,100.0,0.02,0.0,99.98
image_0148.jpg,label_0148.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0149.jpg,label_0149.png,True,False,False,0.0,0.0,100.0,0.03,0.0,99.97
image_0150.jpg,label_0150.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0151.jpg,label_0151.png,True,False,False,0.0,0.0,100.0,0.01,0.0,99.99
image_0152.jpg,label_0152.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0153.jpg,label_0153.png,True,False,False,0.0,0.03,99.97,0.0,0.01,99.99
image_0154.jpg,label_0154.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0155.jpg,label_0155.png,True,False,False,0.0,0.0,100.0,0.04,0.0,99.96
image_0156.jpg,label_0156.png,False,True,False,0.0,0.0,100.0,0.01,0.0,99.99
image_0157.jpg,label_0157.png,True,False,False,0.0,0.0,100.0,0.04,0.0,99.96
image_0158.jpg,label_0158.png,True,False,False,0.0,0.04,99.95,0.0,0.02,99.97
image_0159.jpg,label_0159.png,True,False,False,0.0,0.03,99.97,0.07,0.01,99.92
image_0160.jpg,label_0160.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0161.jpg,label_0161.png,False,False,True,0.0,0.0,99.99,0.0,0.0,100.0
image_0162.jpg,label_0162.png,False,False,True,0.02,0.0,99.97,0.01,0.0,99.99
image_0163.jpg,label_0163.png,True,False,False,0.0,0.0,100.0,0.05,0.0,99.95
image_0164.jpg,label_0164.png,False,True,False,0.0,0.05,99.95,0.06,0.01,99.93
image_0165.jpg,label_0165.png,True,False,False,0.0,0.03,99.96,0.01,0.01,99.98
image_0166.jpg,label_0166.png,True,False,False,0.0,0.0,100.0,0.03,0.0,99.97
image_0167.jpg,label_0167.png,True,False,False,0.0,0.0,100.0,0.01,0.0,99.99
image_0168.jpg,label_0168.png,True,False,False,0.0,0.0,100.0,0.02,0.0,99.98
image_0169.jpg,label_0169.png,True,False,False,0.0,0.0,100.0,0.05,0.0,99.95
image_0170.jpg,label_0170.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0171.jpg,label_0171.png,False,True,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0172.jpg,label_0172.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0173.jpg,label_0173.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0174.jpg,label_0174.png,True,False,False,0.0,0.0,100.0,0.01,0.0,99.99
image_0175.jpg,label_0175.png,True,False,False,0.0,0.0,100.0,0.09,0.0,99.91
image_0176.jpg,label_0176.png,True,False,False,0.01,0.09,99.9,0.0,0.06,99.94
image_0177.jpg,label_0177.png,True,False,False,0.0,0.09,99.91,0.01,0.06,99.93
image_0178.jpg,label_0178.png,True,False,False,0.0,0.02,99.98,0.01,0.01,99.98
image_0179.jpg,label_0179.png,True,False,False,0.0,0.01,99.99,0.0,0.0,100.0
image_0180.jpg,label_0180.png,True,False,False,0.0,0.06,99.93,0.0,0.03,99.97
image_0181.jpg,label_0181.png,False,True,False,0.0,0.02,99.98,0.0,0.0,100.0
image_0182.jpg,label_0182.png,True,False,False,0.7,0.0,99.3,0.69,0.0,99.31
image_0183.jpg,label_0183.png,True,False,False,0.0,0.03,99.97,0.09,0.01,99.9
image_0184.jpg,label_0184.png,True,False,False,0.0,0.02,99.98,0.0,0.01,99.99
image_0185.jpg,label_0185.png,False,True,False,0.01,0.01,99.97,0.16,0.0,99.84
image_0186.jpg,label_0186.png,False,False,True,0.0,0.02,99.98,0.01,0.0,99.99
image_0187.jpg,label_0187.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0188.jpg,label_0188.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0189.jpg,label_0189.png,False,False,True,0.0,0.0,100.0,0.01,0.0,99.99
image_0190.jpg,label_0190.png,True,False,False,1.27,0.0,98.73,1.31,0.0,98.69
image_0191.jpg,label_0191.png,True,False,False,8.63,0.0,91.37,7.89,0.0,92.11
image_0192.jpg,label_0192.png,True,False,False,11.76,0.0,88.24,11.17,0.0,88.83
image_0193.jpg,label_0193.png,True,False,False,23.61,0.0,76.39,23.72,0.0,76.28
image_0194.jpg,label_0194.png,True,False,False,7.32,0.0,92.68,7.65,0.0,92.35
image_0195.jpg,label_0195.png,True,False,False,5.65,0.0,94.35,6.37,0.0,93.63
image_0196.jpg,label_0196.png,True,False,False,1.27,0.03,98.7,0.98,0.03,98.99
image_0197.jpg,label_0197.png,True,False,False,0.36,0.0,99.64,0.0,0.0,100.0
image_0198.jpg,label_0198.png,False,True,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0199.jpg,label_0199.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0200.jpg,label_0200.png,False,True,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0201.jpg,label_0201.png,False,False,True,0.0,0.01,99.99,0.0,0.0,100.0
image_0202.jpg,label_0202.png,True,False,False,0.0,0.03,99.96,0.01,0.03,99.95
image_0203.jpg,label_0203.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0204.jpg,label_0204.png,False,True,False,0.17,0.05,99.78,0.0,0.05,99.95
image_0205.jpg,label_0205.png,False,False,True,0.13,0.0,99.87,0.0,0.0,100.0
image_0206.jpg,label_0206.png,True,False,False,0.31,0.0,99.69,0.71,0.0,99.29
image_0207.jpg,label_0207.png,True,False,False,0.0,0.0,100.0,0.16,0.0,99.84
image_0208.jpg,label_0208.png,True,False,False,27.97,0.0,72.03,26.71,0.0,73.29
image_0209.jpg,label_0209.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0210.jpg,label_0210.png,True,False,False,1.71,0.0,98.29,1.29,0.0,98.71
image_0211.jpg,label_0211.png,True,False,False,1.6,0.0,98.4,1.35,0.0,98.65
image_0212.jpg,label_0212.png,True,False,False,47.0,0.0,53.0,47.56,0.0,52.44
image_0213.jpg,label_0213.png,True,False,False,13.27,0.0,86.73,16.06,0.0,83.94
image_0214.jpg,label_0214.png,True,False,False,25.82,0.0,74.18,24.96,0.0,75.04
image_0215.jpg,label_0215.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0216.jpg,label_0216.png,False,False,True,2.89,0.0,97.11,3.15,0.0,96.85
image_0217.jpg,label_0217.png,True,False,False,6.33,0.0,93.67,8.11,0.0,91.89
image_0218.jpg,label_0218.png,True,False,False,5.69,0.0,94.31,8.87,0.0,91.13
image_0219.jpg,label_0219.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0220.jpg,label_0220.png,False,True,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0221.jpg,label_0221.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0222.jpg,label_0222.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0223.jpg,label_0223.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0224.jpg,label_0224.png,True,False,False,29.98,0.0,70.02,35.04,0.0,64.96
image_0225.jpg,label_0225.png,True,False,False,46.18,0.0,53.82,49.84,0.0,50.16
image_0226.jpg,label_0226.png,True,False,False,43.77,0.0,56.23,43.29,0.0,56.71
image_0227.jpg,label_0227.png,True,False,False,51.16,0.0,48.84,52.87,0.0,47.13
image_0228.jpg,label_0228.png,True,False,False,29.24,0.0,70.76,33.49,0.0,66.51
image_0229.jpg,label_0229.png,True,False,False,0.0,0.0,100.0,0.0,0.0,100.0
image_0230.jpg,label_0230.png,False,True,False,19.71,0.0,80.29,20.54,0.0,79.46
image_0231.jpg,label_0231.png,True,False,False,0.0,0.0,100.0,0.12,0.0,99.88
image_0232.jpg,label_0232.png,False,False,True,17.42,0.0,82.57,20.86,0.0,79.14
image_0233.jpg,label_0233.png,True,False,False,5.5,0.0,94.5,4.75,0.0,95.25
image_0234.jpg,label_0234.png,True,False,False,36.83,0.0,63.17,36.39,0.0,63.61
image_0235.jpg,label_0235.png,True,False,False,86.0,2.97,11.03,85.49,2.86,11.65
image_0236.jpg,label_0236.png,True,False,False,0.0,2.87,97.13,0.0,2.22,97.78
image_0237.jpg,label_0237.png,True,False,False,0.02,2.49,97.49,0.02,1.95,98.03
image_0238.jpg,label_0238.png,True,False,False,0.0,1.79,98.21,0.0,1.4,98.6
image_0239.jpg,label_0239.png,True,False,False,0.0,2.69,97.31,0.0,2.19,97.81
image_0240.jpg,label_0240.png,False,True,False,0.0,1.88,98.12,0.0,1.67,98.33
image_0241.jpg,label_0241.png,False,False,True,0.02,3.92,96.06,0.0,3.12,96.87
image_0242.jpg,label_0242.png,True,False,False,41.2,3.21,55.59,41.8,2.97,55.23
image_0243.jpg,label_0243.png,True,False,False,5.85,3.58,90.57,3.39,2.97,93.64
image_0244.jpg,label_0244.png,True,False,False,0.0,2.92,97.08,0.72,2.5,96.78
image_0245.jpg,label_0245.png,True,False,False,0.87,1.68,97.46,0.36,1.25,98.4
image_0246.jpg,label_0246.png,True,False,False,0.0,1.07,98.93,0.0,0.85,99.15
image_0247.jpg,label_0247.png,True,False,False,0.01,0.56,99.44,0.0,0.38,99.62
image_0248.jpg,label_0248.png,True,False,False,0.58,0.96,98.46,0.66,0.79,98.55
image_0249.jpg,label_0249.png,True,False,False,0.62,0.5,98.88,0.5,0.41,99.09
image_0250.jpg,label_0250.png,False,False,True,0.0,0.28,99.72,0.0,0.24,99.76
image_0251.jpg,label_0251.png,True,False,False,0.01,0.59,99.41,0.0,0.52,99.47
image_0252.jpg,label_0252.png,False,False,True,0.0,0.23,99.77,0.0,0.2,99.8
image_0253.jpg,label_0253.png,True,False,False,99.78,0.0,0.22,99.77,0.0,0.23
image_0254.jpg,label_0254.png,False,True,False,99.95,0.0,0.05,99.95,0.0,0.05
image_0255.jpg,label_0255.png,True,False,False,98.65,0.05,1.3,99.44,0.1,0.47
image_0256.jpg,label_0256.png,True,False,False,98.31,0.0,1.69,98.94,0.0,1.06
image_0257.jpg,label_0257.png,True,False,False,29.21,65.98,4.81,30.71,65.15,4.14
image_0258.jpg,label_0258.png,True,False,False,37.54,57.4,5.06,40.27,55.55,4.18
image_0259.jpg,label_0259.png,True,False,False,20.55,67.79,11.66,21.57,67.1,11.33
image_0260.jpg,label_0260.png,False,False,True,21.47,46.68,31.85,21.22,46.93,31.84
image_0261.jpg,label_0261.png,False,True,False,29.34,40.16,30.5,30.27,40.78,28.96
image_0262.jpg,label_0262.png,True,False,False,21.7,54.29,24.0,24.34,53.84,21.82
image_0263.jpg,label_0263.png,False,True,False,19.99,55.47,24.54,20.5,54.84,24.66
image_0264.jpg,label_0264.png,True,False,False,17.57,33.91,48.52,17.41,34.67,47.92
image_0265.jpg,label_0265.png,True,False,False,54.99,44.33,0.68,56.35,43.3,0.35
image_0266.jpg,label_0266.png,False,False,True,14.17,36.9,48.93,15.45,37.5,47.05
image_0267.jpg,label_0267.png,True,False,False,18.44,37.21,44.35,17.84,38.24,43.92
image_0268.jpg,label_0268.png,True,False,False,23.96,0.34,75.71,29.56,0.33,70.11
image_0269.jpg,label_0269.png,True,False,False,30.05,0.66,69.3,36.72,0.72,62.56
image_0270.jpg,label_0270.png,True,False,False,12.92,10.97,76.11,22.48,11.21,66.32
image_0271.jpg,label_0271.png,True,False,False,99.33,0.01,0.66,99.4,0.02,0.58
image_0272.jpg,label_0272.png,True,False,False,99.47,0.01,0.52,99.39,0.0,0.6
image_0273.jpg,label_0273.png,True,False,False,98.04,0.02,1.94,97.86,0.01,2.13
image_0274.jpg,label_0274.png,True,False,False,99.02,0.01,0.98,98.83,0.0,1.16
image_0275.jpg,label_0275.png,True,False,False,81.75,1.75,16.5,77.88,1.69,20.43
image_0276.jpg,label_0276.png,False,False,True,81.85,0.66,17.49,76.72,0.69,22.59
image_0277.jpg,label_0277.png,False,True,False,74.0,1.25,24.75,65.94,1.22,32.85
image_0278.jpg,label_0278.png,False,True,False,73.7,0.65,25.65,67.71,0.58,31.71
image_0279.jpg,label_0279.png,True,False,False,71.06,3.11,25.84,63.58,2.8,33.62
image_0280.jpg,label_0280.png,True,False,False,81.68,2.65,15.67,77.28,2.36,20.35
image_0281.jpg,label_0281.png,True,False,False,99.94,0.0,0.06,99.93,0.0,0.07
image_0282.jpg,label_0282.png,False,False,True,99.96,0.0,0.04,99.98,0.0,0.02
image_0283.jpg,label_0283.png,False,True,False,100.0,0.0,0.0,100.0,0.0,0.0
image_0284.jpg,label_0284.png,True,False,False,99.98,0.0,0.02,99.97,0.0,0.03
image_0285.jpg,label_0285.png,True,False,False,99.98,0.0,0.02,99.99,0.0,0.01
image_0286.jpg,label_0286.png,True,False,False,99.43,0.0,0.57,99.83,0.0,0.17
image_0287.jpg,label_0287.png,True,False,False,99.54,0.0,0.46,99.8,0.0,0.2
image_0288.jpg,label_0288.png,True,False,False,99.86,0.0,0.14,99.97,0.0,0.03
image_0289.jpg,label_0289.png,True,False,False,8.8,3.31,87.9,9.64,3.33,87.03
image_0290.jpg,label_0290.png,False,False,True,10.36,8.43,81.21,12.99,8.36,78.64
image_0291.jpg,label_0291.png,True,False,False,14.41,9.36,76.23,13.74,9.13,77.13
image_0292.jpg,label_0292.png,False,False,True,24.79,8.55,66.66,25.07,8.2,66.73
image_0293.jpg,label_0293.png,True,False,False,14.68,7.55,77.77,15.18,7.2,77.62
image_0294.jpg,label_0294.png,True,False,False,17.13,2.18,80.69,19.59,2.12,78.28
image_0295.jpg,label_0295.png,True,False,False,25.15,5.17,69.68,25.87,4.89,69.24
image_0296.jpg,label_0296.png,True,False,False,25.61,1.86,72.53,24.29,1.77,73.94
image_0297.jpg,label_0297.png,False,True,False,0.37,0.54,99.09,2.21,0.52,97.27
image_0298.jpg,label_0298.png,True,False,False,4.0,5.31,90.69,5.79,5.41,88.8
image_0299.jpg,label_0299.png,True,False,False,99.94,0.0,0.06,99.96,0.0,0.04
image_0300.jpg,label_0300.png,True,False,False,99.83,0.0,0.17,99.78,0.0,0.22
image_0301.jpg,label_0301.png,False,True,False,99.83,0.0,0.17,99.88,0.0,0.12
image_0302.jpg,label_0302.png,False,True,False,99.79,0.0,0.21,99.81,0.0,0.19
